Index,Contract_Execution_Date,PMT_No.,Item_No,Sales_Contract_No.,Contract/Spot,Sold_to_Customer_Name,Sold_to_Customer_Code,Customer_Type,Customer_Industry,Grade,Material,Payment_Term,Incoterm,Country,Destination_Port,City_State,Shipping_Condition,Export/Domestic,Cross_Boarder,Plant,RETA,BL_Date,EXCHANGE_RATE,QUANTITY,UOM,Currency,FLOOR_PRICE,NORMALISED_INVOICE_PRICE,REFERENCE_MARKET_PRICE,Price_Premium,PRODUCTBASEPRICE,GRADEALPHA,INVOICEPRICE
1163,10/8/2018,QTN-0000019764-1,1,30017522,QUOTATION,"PREMIUM PLAST CO., LTD",8010001205,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,TT30SBLC,DDP,Thailand,THBKK BANGKOK,THBKK BANGKOK,TRUCK PACK(Drum),EXPORT,CROSSBORDER,M169,00:00.0,00:00.0,32.305,110,MT,USD,1150,1193.93418,1182.5,11.43418,1190,45,1235
1164,4/2/2018,QTN-0000016492-1,1,30014414,QUOTATION,"DISCOVERING PETROCHEMICAL CO., LTD.",8010006692,Distributor / Trader,Trading,C150Y,72000448,LC60,CFR,China,CHINA MAIN PORT,,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,,0,306,MT,USD,1100,1242.69106,1180,62.6910600000001,1260,-118.524245098039,1246.99575490196
1165,4/2/2018,QTN-0000016492-1,3,30014416,QUOTATION,"DISCOVERING PETROCHEMICAL CO., LTD.",8010006692,Distributor / Trader,Trading,C150Y,72000448,LC60,CFR,China,CNYTN YANTIAN,,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,,0,222.75,MT,USD,1100,1263.62201,1180,83.62201,1260,-103.52424691358,1266.99575308641
1166,1/15/2018,QTN-0000014879-1,1,30013312,QUOTATION,TAN ZHUAN PLASTIC IND SDN BHD,8010001429,End Customer,Mfg-Petroleum Prod,HD5301AA,72000544,ZM60,DAP,Malaysia,MYKD01 ALOR SETAR,MYJH01 JOHOR BAHRU,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,4.06,330,MT,USD,1240,1283.78417,1255,28.7841699999999,1260,23.2621909090909,1310.00219090909
1167,1/9/2019,QTN-0000021566-2,4,30019439,QUOTATION,"INTERCORDIA CO., LTD",8010000926,Distributor / Trader,Mfg-Petroleum Prod,M022X,72000628,TT45SBLC,DDP,Thailand,THAYU AYUTHAYA,THBKK BANGKOK,TRUCK PACK(Drum),EXPORT,CROSSBORDER,M169,00:00.0,00:00.0,32.4805,154,MT,USD,1040,1077.59435,1040,37.5943500000001,1040,80,1115
1168,6/1/2017,QTN-0000011102-1,1,30009859,QUOTATION,CJ POLYMERS SDN. BHD.,8010000714,Distributor / Trader,Mfg-Petroleum Prod,HD5301AA,72000544,TT60SBLC,FOB,Bangladesh,BANGLADESH,,MARINE PACK,EXPORT,NONCROSSBORDER,M167,00:00.0,00:00.0,4.4,262.5,MT,USD,1120,1136.0663,1136.25,-0.183700000000044,1160,1.50164571428571,1140.00164571428
1169,2/8/2018,QTN-0000015405-1,1,30013677,QUOTATION,HANWEI INTERNATIONAL TRADING,8010000870,Distributor / Trader,Trading,C150Y,72000448,TT00,CFR,Philippines,PHMNL MANILA,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,00:00.0,3.85,104,MT,USD,1230,1307.27836,1255,52.27836,1270,15,1320
1170,4/4/2018,QTN-0000016675-1,1,30014463,QUOTATION,DIC COMPOUNDS (MALAYSIA),8010000757,End Customer,Mfg-Petroleum Prod,M022X,72000628,ZM60,DAP,Malaysia,MYKD01 ALOR SETAR,MYPG06 PENANG,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M169,00:00.0,00:00.0,3.9,22,MT,USD,1270,1406.19802,1283,123.19802,1260,53.3398636363636,1432.99986363636
1171,3/7/2018,QTN-0000015965-1,1,30014002,QUOTATION,"PREMIUM PLAST CO., LTD",8010001205,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,TT30SBLC,DDP,Thailand,THBKK BANGKOK,THBKK BANGKOK,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,00:00.0,31.1202,357,MT,USD,1230,1308.86945,1285,23.8694499999999,1270,5,1310
1172,3/8/2018,QTN-0000015829-1,2,30014068,QUOTATION,OLEFIN CHEMICALS MARKETING INC.,8010001125,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,TT00,CFR,Philippines,PHMNL MANILA,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,00:00.0,3.9,192.5,MT,USD,1230,1307.25247,1285,22.2524699999999,1270,0,1305
1173,1/10/2019,QTN-0000021486-1,6,30019453,QUOTATION,CHIGA LIGHT INDUSTRIES SDN BHD,8010000700,End Customer,Mfg-Petroleum Prod,LL0209SA,72000608,ZM60,DAP,Malaysia,MYKD01 ALOR SETAR,MYJH13 BATU PAHAT,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,4.16,67.5,MT,USD,1040,1039.94926,1036.66667,3.28259000000003,1060,22.7443851851851,1065.00438518518
1174,1/10/2019,QTN-0000021486-1,1,30019455,QUOTATION,CHIGA LIGHT INDUSTRIES SDN BHD,8010000700,End Customer,Mfg-Petroleum Prod,C150Y,72000448,ZM60,DAP,Malaysia,MYKD01 ALOR SETAR,MYJH13 BATU PAHAT,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M169,00:00.0,00:00.0,4.16,44,MT,USD,1020,1044.92377,1040,4.9237700000001,1040,22.6926136363636,1070.00261363636
1175,10/10/2017,QTN-0000013161-1,4,30011816,QUOTATION,ZHEJIANG FUTURE PETROCHEMICAL,8010001559,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,LC60,CFR,China,CHINA MAIN PORT,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,00:00.0,4.2,901,MT,USD,1250,1240.70212,1243,-2.29788000000008,1290,1.66993118756936,1244.99993118756
1176,10/10/2017,QTN-0000013182-1,1,30011814,QUOTATION,"ZHEJIANG JUFA CHEMICAL CO., LTD.",8010006732,Distributor / Trader,Trading,C150Y,72000448,LC60,CFR,China,CNNGB NINGBO,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,,4.2,204,MT,USD,1250,1245.68486,1243,2.68486000000007,1290,1.66993137254901,1249.99993137254
1177,10/5/2017,QTN-0000013155-1,3,30011711,QUOTATION,COLOR PIGMENT (M) SDN. BHD.,8010006278,End Customer,Mfg-Others,M022X,72000628,ZCBD,DAP,Malaysia,MYKD01 ALOR SETAR,MYSG22 PUCHONG,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M059,00:00.0,,4.2,5.5,MT,MYR,5459.99975,5755.09708,5375.99976,379.09732,5417.99981818181,210,5849.99981818181
1178,9/5/2018,QTN-0000019212-1,1,30016954,QUOTATION,"SMART GAL ASSOCIATE CO., LTD.",8010007043,Distributor / Trader,Mfg-Others,C150Y,72000448,TT30SBLC,DDP,Thailand,THAYU AYUTHAYA,THBKK BANGKOK,TRUCK PACK(Drum),EXPORT,CROSSBORDER,M169,00:00.0,,32.4356,66,MT,USD,1150,1173.95144,1197.5,-23.54856,1190,45,1215
1179,2/7/2018,QTN-0000014969-1,1,30013596,QUOTATION,PT. BUKITMEGA MASABADI,8010001217,Distributor / Trader,Mfg-Petroleum Prod,HD5301AA,72000544,TT60SBLC,CFR,Indonesia,INDONESIA MAIN PORT,,MARINE PACK,EXPORT,NONCROSSBORDER,M167,00:00.0,00:00.0,4.06,1505,MT,USD,1290,1320.37595,1321.25,-0.874049999999897,1330,16.7217122923588,1340.00171229235
1180,8/8/2018,QTN-0000018786-1,1,30016572,QUOTATION,"PREMIUM PLAST CO., LTD",8010001205,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,LC30,DDP,Thailand,THBKK BANGKOK,THBKK BANGKOK,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,00:00.0,33.1333,119,MT,USD,1150,1253.91692,1217.5,36.4169199999999,1190,5,1255
1181,8/8/2018,QTN-0000018788-1,1,30016573,QUOTATION,"PRIME POLYMER CO., LTD",8010007117,Distributor / Trader,Trading,C150Y,72000448,TT05,DDP,Thailand,THAYU AYUTHAYA,THHDY HAT YAI,TRUCK PACK(Drum),EXPORT,CROSSBORDER,M169,00:00.0,,33.1333,132,MT,USD,1150,1286.66346,1217.5,69.16346,1190,5,1285
1182,6/8/2017,QTN-0000011344-1,1,30010004,QUOTATION,EURO SME SDN. BHD.,8010000794,End Customer,Mfg-Petroleum Prod,HD5301AA,72000544,ZCBD,DAP,Malaysia,MYKD01 ALOR SETAR,MYSG01 SHAH ALAM,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,4.3,88,MT,USD,1140,1134.99874,1136.25,-1.25126,1160,20,1158
1183,4/5/2018,QTN-0000016572-1,1,30014479,QUOTATION,PT. INDONESIA SEIA,8010006888,Distributor / Trader,Mfg-Others,HD5201AA,72000539,LC30,CFR,Indonesia,INDONESIA MAIN PORT,,MARINE PACK,EXPORT,NONCROSSBORDER,M167,00:00.0,,3.9,402.5,MT,USD,1430,1438.74432,1414,24.74432,1440,45,1455
1184,12/7/2018,QTN-0000020860-1,1,30018855,QUOTATION,SAGREX CORPORATION,8010004688,End Customer,Mfg-Petroleum Prod,C150Y,72000448,LC00,CFR,Philippines,PHDVO DAVAO,,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,,4.19,26,MT,USD,990,1132,1102,30,1030,15,1140
1185,1/22/2018,QTN-0000014963-1,1,30013366,QUOTATION,TYCOPLAS SDN. BHD.,8010001493,End Customer,Mfg-Petroleum Prod,HD5301AA,72000544,ZM30,DAP,Malaysia,MYKD01 ALOR SETAR,MYSG00 KLANG VALLEY,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,4.06,44,MT,USD,1240,1303.13911,1255,48.1391100000001,1260,20,1326
1186,1/7/2019,QTN-0000021451-1,1,30019321,QUOTATION,"PREMIUM PLAST CO., LTD",8010001205,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,TT30SBLC,DDP,Thailand,THBKK BANGKOK,THBKK BANGKOK,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,00:00.0,32.4056,238,MT,USD,1000,1094.055,1040,54.0550000000001,1040,5,1095
1187,2/5/2018,QTN-0000015308-1,1,30013531,QUOTATION,LOONGSEN PLASTICS (M) SDN BHD,8010001017,End Customer,Mfg-Petroleum Prod,LL0209SA,72000608,ZM60,DAP,Malaysia,MYKD01 ALOR SETAR,MYMK01 MELAKA,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,3.85,90,MT,USD,1220,1273.82986,1216.25,57.5798600000001,1240,23.2104111111111,1300.00041111111
1188,1/10/2019,QTN-0000021672-1,2,30019480,QUOTATION,AROPAK SDN BHD,8010000604,End Customer,Mfg-Petroleum Prod,C150Y,72000448,ZB30,DAP,Malaysia,MYKD01 ALOR SETAR,MYJH01 JOHOR BAHRU,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M169,00:00.0,,4.16,22,MT,USD,1020,1039.08521,1040,-0.914790000000039,1040,20,1060
1189,1/10/2019,QTN-0000021595-1,1,30019450,QUOTATION,PT. BUKITMEGA MASABADI,8010001217,Distributor / Trader,Mfg-Petroleum Prod,HD5301AA,72000544,TT60,CFR,Indonesia,INDONESIA MAIN PORT,,MARINE PACK,EXPORT,NONCROSSBORDER,M167,00:00.0,00:00.0,4.16,1505,MT,USD,1060,1081.2067,1098.33333,-17.12663,1100,16.423972757475,1100.00397275747
1190,2/6/2018,QTN-0000015351-1,2,30013606,QUOTATION,IMPACT RANK (M) SDN BHD,8010000909,End Customer,Mfg-Petroleum Prod,C150Y,72000448,ZM60,DAP,Malaysia,MYKD01 ALOR SETAR,MYJH01 JOHOR BAHRU,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M059,00:00.0,00:00.0,3.85,22,MT,MYR,4812.49988,5278.1175,4831.74988,446.36762,4889.49986363636,89.6591363636363,5399.999
1191,3/9/2018,QTN-0000016063-1,1,30014091,QUOTATION,WT PLASTIC PRODUCTS SDN BHD,8010001548,End Customer,Mfg-Petroleum Prod,C150Y,72000448,ZB60,DAP,Malaysia,MYSG00 KLANG VALLEY,MYSG00 KLANG VALLEY,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M059,00:00.0,00:00.0,3.9,44,MT,MYR,4875.00012,4993.86533,5011.50012,-17.6347900000001,4953.00011363636,84.4117727272727,5109.00188636363
1192,2/6/2018,QTN-0000015387-1,2,30013590,QUOTATION,VARIOUS RESOURCES (M) SDN BHD,8010001515,End Customer,Mfg-Petroleum Prod,LL0209SA,72000608,ZM60,DAP,Malaysia,MYKD01 ALOR SETAR,MYJH01 JOHOR BAHRU,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,3.85,67.5,MT,USD,1220,1263.87733,1216.25,47.62733,1240,23.2104148148148,1290.00041481481
1193,2/7/2018,QTN-0000015257-1,3,30013613,QUOTATION,KLANG HOCK PLASTIC INDUSTRIES,8010000979,End Customer,Mfg-Petroleum Prod,C150Y,72000448,ZM60,DAP,Malaysia,MYKD01 ALOR SETAR,MYSG00 KLANG VALLEY,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M059,00:00.0,00:00.0,3.85,22,MT,MYR,4812.49988,4827.51651,4831.74988,-4.23336999999992,4889.49986363636,89.6591363636363,4947.249
1194,4/2/2018,QTN-0000016314-1,1,30014400,QUOTATION,CJ POLYMERS SDN. BHD.,8010000714,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,TT60SBLC,CFR,Bangladesh,BDCGP CHITTAGONG,,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,00:00.0,3.9,408,MT,USD,1270,1245.55088,1285,-39.44912,1270,41.6440416666666,1290.00404166666
1195,2/6/2018,QTN-0000015078-1,3,30013621,QUOTATION,"INTERCORDIA CO., LTD",8010000926,Distributor / Trader,Mfg-Petroleum Prod,M022X,72000628,LC60,CFR,Vietnam,VNSGN HO CHI MINH,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,00:00.0,3.95,17,MT,USD,1260,1275.58424,1255,20.5842399999999,1270,31.6828823529411,1280.00288235294
1196,1/7/2019,QTN-0000021502-1,1,30019347,QUOTATION,WT PLASTIC PRODUCTS SDN BHD,8010001548,End Customer,Mfg-Petroleum Prod,HD5301AA,72000544,ZB60,DAP,Malaysia,MYKD01 ALOR SETAR,MYSG00 KLANG VALLEY,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,4.16,506,MT,USD,1080,1086.17218,1098.33333,-12.1611499999999,1100,21.4239723320158,1110.00397233201
1197,1/7/2019,QTN-0000021496-1,2,30019334,QUOTATION,VARIOUS RESOURCES (M) SDN BHD,8010001515,End Customer,Mfg-Petroleum Prod,C150Y,72000448,ZM60,DAP,Malaysia,MYKD01 ALOR SETAR,MYJH08 SENAI,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M169,00:00.0,00:00.0,4.16,22,MT,USD,1020,1049.90001,1040,9.90001000000007,1040,22.6925909090909,1075.00259090909
1198,1/7/2019,QTN-0000021460-1,1,30019328,QUOTATION,MC INDUSTRIAL CHEMICAL COMPANY,8010004933,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,TT30,DDP,Thailand,THBKK BANGKOK,THAILAND,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,,32.4056,255,MT,USD,1000,1094.055,1040,54.0550000000001,1040,5,1095
1199,12/5/2017,QTN-0000014061-1,1,30012606,QUOTATION,PT. SAI APPAREL INDUSTRIES,8010001234,End Customer,Mfg-Petroleum Prod,C150Y,72000448,TT00,CFR,Indonesia,INDONESIA MAIN PORT,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,00:00.0,4.15,34,MT,USD,1200,1277.22658,1273.75,3.47658000000001,1240,15,1290
1200,9/5/2018,QTN-0000019219-1,1,30016965,QUOTATION,"PRIME POLYMER CO., LTD",8010007117,Distributor / Trader,Trading,C150Y,72000448,TT05,DDP,Thailand,THAYU AYUTHAYA,THHDY HAT YAI,TRUCK PACK(Drum),EXPORT,CROSSBORDER,M169,00:00.0,,32.4356,220,MT,USD,1150,1266.63757,1197.5,69.1375700000001,1190,5,1265
1201,9/5/2018,QTN-0000019217-1,1,30016961,QUOTATION,"PROPLUS SOURCING CO., LTD.",8010001214,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,TT07,DDP,Thailand,THBKK BANGKOK,THHDY HAT YAI,TRUCK PACK(Drum),EXPORT,CROSSBORDER,M169,00:00.0,,32.4356,44,MT,USD,1150,1266.41923,1197.5,68.91923,1190,5,1265
1202,11/7/2017,QTN-0000013777-1,1,30012225,QUOTATION,"V.P. ALLIANCE CO., LTD",8010001513,End Customer,Mfg-Petroleum Prod,LL3840UA,72000617,ZB05,DDP,Thailand,THAYU AYUTHAYA,THBKK BANGKOK,TRUCK PACK(Drum),EXPORT,CROSSBORDER,M055,00:00.0,00:00.0,33.0377,22,MT,USD,1240,1296.73466,1206.25,90.4846600000001,1250,75,1340
1203,1/13/2019,QTN-0000021621-1,1,30019525,QUOTATION,"ISONO CO., LTD.",8010006642,End Customer,Mfg-Chemical Product,M022X,72000628,TT00,CFR,Japan,JPHTD HAKATA,,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,,4.16,17,MT,USD,1030,1151.98493,1040,111.98493,1040,30,1150
1204,1/13/2019,QTN-0000021620-2,1,30019526,QUOTATION,"PRO-CHEM (HONG KONG) CO., LIMITED",8010005309,Distributor / Trader,Trading,HD5301AA,72000544,LC60,CFR,China,CHINA MAIN PORT,,MARINE PACK,EXPORT,NONCROSSBORDER,M167,00:00.0,,4.16,210,MT,USD,1060,1056.34478,1083.33333,-26.98855,1100,1.42397142857142,1060.00397142857
1205,1/15/2019,QTN-0000021795-1,1,30019575,QUOTATION,MC INDUSTRIAL CHEMICAL COMPANY,8010004933,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,TT30,DDP,Thailand,THBKK BANGKOK,THAILAND,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,,31.7792,102,MT,USD,1000,1089.05932,1040,49.0593200000001,1040,5,1090
1206,3/6/2018,QTN-0000015722-1,1,30013950,QUOTATION,PT. BUKITMEGA MASABADI,8010001217,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,TT60SBLC,CFR,Indonesia,INDONESIA MAIN PORT,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,00:00.0,3.85,927.5,MT,USD,1230,1285.4991,1255,30.4991,1270,16.6440409703504,1305.00404097035
1207,4/5/2018,QTN-0000016728-1,1,30014490,QUOTATION,INTERWORLD PLASTIC,8010000931,End Customer,Mfg-Petroleum Prod,C150Y,72000448,TT00,CFR,Philippines,PHMNL MANILA,,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,00:00.0,3.9,520,MT,USD,1220,1312.28699,1283,29.2869900000001,1260,15,1325
1208,12/27/2017,QTN-0000014467-1,1,30012852,QUOTATION,"PREMIUM PLAST CO., LTD",8010001205,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,TT30SBLC,DDP,Thailand,THBKK BANGKOK,THBKK BANGKOK,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,00:00.0,32.5732,340,MT,USD,1200,1285.55959,1273.75,11.8095900000001,1240,5,1286.67
1209,4/5/2018,QTN-0000016741-1,1,30014502,QUOTATION,INTERWORLD PLASTIC,8010000931,End Customer,Mfg-Petroleum Prod,C150Y,72000448,TT00,CFR,Philippines,PHMNL MANILA,,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,00:00.0,3.9,260,MT,USD,1220,1292.25247,1283,9.2524699999999,1260,15,1305
1210,1/11/2018,QTN-0000014863-1,1,30013270,QUOTATION,THANTAWAN INDUSTRY PUBLIC,8010001458,End Customer,Mfg-Petroleum Prod,C150Y,72000448,TT30,CFR,Thailand,THBKK BANGKOK,,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,00:00.0,0,289,MT,USD,1200,1293.8824,1257.5,36.3824,1240,0,1295
1211,1/11/2018,QTN-0000014864-1,1,30013271,QUOTATION,"INTERCORDIA CO., LTD",8010000926,Distributor / Trader,Mfg-Petroleum Prod,M022X,72000628,TT45SBLC,DDP,Thailand,THBKK BANGKOK,THBKK BANGKOK,TRUCK PACK(Drum),EXPORT,CROSSBORDER,M169,00:00.0,00:00.0,32.5809,44,MT,USD,1230,1277.16284,1257.5,19.66284,1240,70,1315
1212,1/8/2018,QTN-0000014760-1,2,30013210,QUOTATION,MERIT INDUSTRIES SDN BHD,8010001060,End Customer,Mfg-Petroleum Prod,C150Y,72000448,ZM60,DAP,Malaysia,MYKD01 ALOR SETAR,MYPR16 KAMUNTING,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M059,00:00.0,00:00.0,4.06,44,MT,MYR,4953.19993,5173.34734,5105.44993,67.8974100000005,5034.39993181818,94.2342727272727,5300.00420454545
1213,5/11/2017,QTN-0000010680-1,8,30009695,QUOTATION,WESCO CHINA LIMITED,8010004900,Distributor / Trader,Trading,C150Y,72000448,TT00,CFR,Taiwan,TWKEL KEELUNG,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,,0,24.75,MT,USD,1190,1270.20068,1302.5,-32.2993200000001,1310,60,1275
1214,1/9/2019,QTN-0000021485-1,2,30019445,QUOTATION,RIM 21 CORP.,8010001291,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,TT00,CFR,Philippines,PHMNL MANILA,,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,,4.16,210,MT,USD,1000,1061.82959,1040,21.8295900000001,1040,0,1060
1215,1/10/2019,QTN-0000021594-1,1,30019483,QUOTATION,VISCOUNT PLASTICS (MALAYSIA) S B,8010001526,End Customer,Mfg-Petroleum Prod,HD5201AA,72000539,ZB60,DAP,Malaysia,MYKD01 ALOR SETAR,MYJH06 PASIRG GUDANG,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,4.16,110,MT,USD,1110,1101.11924,1098.33333,2.78591000000006,1100,51.462809090909,1125.0028090909
1216,6/6/2018,QTN-0000017713-1,1,30015513,QUOTATION,KAMMA KLANG ENTERPRISE SDN BHD,8010000960,End Customer,Mfg-Petroleum Prod,HD5301AA,72000544,ZCBD,DAP,Malaysia,MYKD01 ALOR SETAR,MYSG00 KLANG VALLEY,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,3.97,22,MT,USD,1390,1468.56488,1388.75,79.8148799999999,1410,20,1486
1217,5/7/2018,QTN-0000017251-1,1,30015072,QUOTATION,DIC COMPOUNDS (MALAYSIA),8010000757,End Customer,Mfg-Petroleum Prod,M022X,72000628,ZM60,DAP,Malaysia,MYKD01 ALOR SETAR,MYPG06 PENANG,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M169,00:00.0,00:00.0,3.88,44,MT,USD,1210,1433.16124,1240,193.16124,1220,33.2362954545454,1439.99629545454
1218,1/2/2018,QTN-0000014367-1,1,30013000,QUOTATION,PT. BUKITMEGA MASABADI,8010001217,Distributor / Trader,Mfg-Petroleum Prod,HD5301AA,72000544,TT60SBLC,CFR,Indonesia,INDONESIA MAIN PORT,,MARINE PACK,EXPORT,NONCROSSBORDER,M167,00:00.0,00:00.0,4.15,1400,MT,USD,1190,1250.61814,1216.25,34.36814,1230,16.59226,1270.00226
1219,1/3/2018,QTN-0000014637-1,1,30013112,QUOTATION,CJ POLYMERS SDN. BHD.,8010000714,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,ZB60,DAP,Malaysia,MYSG00 KLANG VALLEY,MYSG00 KLANG VALLEY,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M059,00:00.0,00:00.0,4.06,242,MT,MYR,4953.19993,5057.12751,5105.44993,-48.3224199999995,5034.39992975206,87.7171322314049,5176.49706198347
1220,3/1/2018,QTN-0000015597-1,1,30013878,QUOTATION,MEGASTRIKE INTERNATIONAL,8010001056,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,ZCBD,CFR,Bangladesh,BDCGP CHITTAGONG,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,00:00.0,3.85,25,MT,USD,1270,1274.27836,1255,19.27836,1270,55,1320
1221,8/7/2017,QTN-0000012237-1,1,30010940,QUOTATION,"V.P. ALLIANCE CO., LTD",8010001513,End Customer,Mfg-Petroleum Prod,LL3840UA,72000617,ZB05,DDP,Thailand,THAYU AYUTHAYA,THBKK BANGKOK,TRUCK PACK(Drum),EXPORT,CROSSBORDER,M055,00:00.0,00:00.0,33.2431,22,MT,USD,1070,1211.62462,1093.125,118.49962,1080,75,1255
1222,3/2/2018,QTN-0000015711-1,1,30013902,QUOTATION,PT. GUNUNG SUKSES MAKMUR ETERNAL,8010005866,End Customer,Mfg-Chemical Product,HD5201AA,72000539,LC30,CFR,Indonesia,INDONESIA MAIN PORT,,MARINE PACK,EXPORT,NONCROSSBORDER,M167,00:00.0,,3.85,402.5,MT,USD,1320,1408.77021,1321.25,87.5202099999999,1330,45,1425
1223,3/2/2018,QTN-0000015708-1,1,30013900,QUOTATION,PT. GUNUNG SUKSES MAKMUR ETERNAL,8010005866,End Customer,Mfg-Chemical Product,LL3840UA,72000617,LC30,CFR,Indonesia,INDONESIA MAIN PORT,,MARINE PACK,EXPORT,NONCROSSBORDER,M167,00:00.0,,3.85,198,MT,USD,1230,1395.28099,1216.25,179.03099,1240,65,1412.5
1224,3/2/2018,QTN-0000015705-1,1,30013915,QUOTATION,PT. PLASTRADE WORLD,8010001256,End Customer,Trading,C150Y,72000448,TT30SBLC,CFR,Indonesia,INDONESIA MAIN PORT,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,00:00.0,3.85,238,MT,USD,1230,1308.85651,1255,53.8565100000001,1270,15,1325
1225,8/7/2018,QTN-0000018711-1,1,30016519,QUOTATION,HELIPRO ENTERPRISE SDN BHD,8010000878,End Customer,Mfg-Petroleum Prod,HD5301AA,72000544,ZM30,DAP,Malaysia,MYKD01 ALOR SETAR,MYSG17 CHERAS,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,4.04,44,MT,USD,1360,1399.92983,1366.25,33.67983,1380,20,1423
1226,11/16/2018,QTN-0000020315-1,2,30018315,QUOTATION,SUMIMA SDN BHD,8010001404,End Customer,Mfg-Petroleum Prod,M022X,72000628,ZB30,DAP,Singapore,Changi,SGSIN SINGAPORE,TRUCK PACK(Drum),EXPORT,CROSSBORDER,M169,00:00.0,00:00.0,4.18,88,MT,USD,1140,1242.92641,1163.75,79.17641,1150,35,1244
1227,1/7/2019,QTN-0000021408-1,8,30019309,QUOTATION,COMMERCIAL PLASTIC INDUSTRIES,8010000729,Distributor / Trader,Mfg-Petroleum Prod,HD5201AA,72000539,ZM60,DAP,Malaysia,MYKD01 ALOR SETAR,MYSG00 KLANG VALLEY,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,4.16,44,MT,USD,1020,1044.92376,1040,4.9237599999999,1040,22.6926045454545,1070.00260454545
